File solutions-new/moba/ils/solution1.csv
elapsed_time;max_gen_reached
1129.815697;False
alpha;corr_threshold;dt;elsize;k;lang;max_iter;max_no_improv;maxs;metric;mins;seed;time;verbose
3;0.75;2;10;10;en;300;0.2;6;c;3;1;7200;False
Elite
evaluation;0;1;2;3;4;5;6;7;8
0.193657;0;1;0;1;0;1;0;0;0
0.191758;0;1;0;0;0;1;0;0;1
0.179305;0;1;1;1;0;1;0;0;0
0.172462;0;1;1;0;0;1;0;0;1
0.158226;1;1;1;1;0;1;0;0;0
0.155033;1;1;0;1;0;1;0;0;0
0.142219;1;1;1;0;0;1;0;0;1
0.139262;1;1;0;0;0;1;0;0;1
0.137865;1;1;0;0;0;1;0;1;0
0.136410;1;1;1;0;0;1;0;0;0
Mean;Std;It_total;It_best;Time_best;Number_solutions_hash;Hash_access;Hash_add
0.16062;0.02118;119;1;0;252;6220;252
