File solutions-new/moba/ga/solution10.csv
elapsed_time;max_gen_reached
1096.610794;True
corr_threshold;dt;elsize;generation_size;k;k_tournament;lang;max_iter;maxs;metric;mins;mutation_prob;population_size;seed;selected_size;time;verbose
0.75;2;10;50;10;0.75;en;300;6;c;3;0.01;30;1000;0.5;7200;False
Elite
evaluation;0;1;2;3;4;5;6;7;8
0.192741;0;1;0;0;0;1;0;0;1
0.192263;0;1;0;1;0;1;0;0;0
0.179556;0;1;1;1;0;1;0;0;0
0.172939;0;1;1;0;0;1;0;0;1
0.159229;1;1;0;1;0;1;0;0;0
0.135015;1;1;0;0;0;1;0;1;0
0.130992;1;1;0;0;0;1;0;0;1
0.111129;0;1;0;0;0;1;0;1;0
0.104908;0;1;0;0;0;1;1;1;0
0.101450;0;1;1;0;1;1;0;0;0
Mean;Std;It_total;It_best;Time_best;Number_solutions_hash;Hash_access;Hash_add
0.14802;0.03398;51;6;1012.1364283561707;79;2280;79
