File solutions-new/moba/ga/solution9.csv
elapsed_time;max_gen_reached
1234.322769;True
corr_threshold;dt;elsize;generation_size;k;k_tournament;lang;max_iter;maxs;metric;mins;mutation_prob;population_size;seed;selected_size;time;verbose
0.75;2;10;50;10;0.75;en;300;6;c;3;0.01;30;200;0.5;7200;False
Elite
evaluation;0;1;2;3;4;5;6;7;8
0.193854;0;1;0;1;0;1;0;0;0
0.180430;0;1;1;1;0;1;0;0;0
0.157861;1;1;0;1;0;1;0;0;0
0.156618;1;1;1;1;0;1;0;0;0
0.135377;1;1;1;0;0;1;0;0;0
0.124079;0;1;1;0;0;1;1;0;0
0.112022;0;1;0;0;0;1;0;1;0
0.111743;1;1;1;0;0;1;1;0;0
0.098710;0;1;1;0;0;1;0;0;0
0.090724;0;1;0;0;0;1;1;0;0
Mean;Std;It_total;It_best;Time_best;Number_solutions_hash;Hash_access;Hash_add
0.13614;0.03312;51;23;1123.6243169307709;89;2280;89
