BEST_AVG,GRASP,ILS,GA,GVNS,GVNS-INV
GRASP,1.0,1.0,1.0396923853560822,1.00008781853591,1.00008781853591
ILS,1.0,1.0,1.0396923853560822,1.00008781853591,1.00008781853591
GA,0.9618229527164537,0.9618229527164537,1.0,0.9619074185999658,0.9619074185999658
GVNS,0.9999121891755081,0.9999121891755081,1.039601089110506,1.0,1.0
GVNS-INV,0.9999121891755081,0.9999121891755081,1.039601089110506,1.0,1.0
,,,
BEST_STD,GRASP,ILS,GA,GVNS,GVNS-INV
GRASP,1.0,1.0,0.023798440591178863,0.9903147699757868,0.9903147699757868
ILS,1.0,1.0,0.023798440591178863,0.9903147699757868,0.9903147699757868
GA,42.01955990220049,42.01955990220049,1.0,41.61259079903147,41.61259079903147
GVNS,1.0097799511002445,1.0097799511002445,0.02403118817642267,1.0,1.0
GVNS-INV,1.0097799511002445,1.0097799511002445,0.02403118817642267,1.0,1.0
,,,
AVG_ALL,GRASP,ILS,GA,GVNS,GVNS-INV
GRASP,1.0,1.0,1.152336787189334,1.0454509597686035,1.0130715623447275
ILS,1.0,1.0,1.152336787189334,1.0454509597686035,1.0130715623447275
GA,0.8678018536916635,0.8678018536916635,1.0,0.9072442808309229,0.8791453797250641
GVNS,0.9565250198070854,0.9565250198070854,1.102238968190711,1.0,0.9690282962377854
GVNS-INV,0.9870970987336042,0.9870970987336042,1.1374682993985943,1.0319616092558506,1.0
,,,
STD_ALL,GRASP,ILS,GA,GVNS,GVNS-INV
GRASP,1.0,1.0,0.5432364125941848,0.754411861182182,0.9047600314712826
ILS,1.0,1.0,0.5432364125941848,0.754411861182182,0.9047600314712826
GA,1.8408191660506976,1.8408191660506976,1.0,1.388735813160139,1.6654996066089693
GVNS,1.3255358928649073,1.3255358928649073,0.7200793632047618,1.0,1.199291896144768
GVNS-INV,1.105265446323753,1.105265446323753,0.6004204360252261,0.8338253624614576,1.0
,,,
TIME_AVG,GRASP,ILS,GA,GVNS,GVNS-INV
GRASP,1.0,0.7589917733995898,0.761906092639554,0.3207956407497943,0.3846068343342296
ILS,1.3175373370924872,1.0,1.00383972441086,0.4226602342643621,0.5067338643362922
GA,1.3124977076053972,0.9961749626783166,1.0,0.4210435430939095,0.5047955883930451
GVNS,3.117249341863575,2.3659666061097386,2.375051265842498,1.0,1.1989154012046102
GVNS-INV,2.600057801185571,1.9734224814632741,1.9809998799382884,0.8340872083178263,1.0
,,,
TIME_STD,GRASP,ILS,GA,GVNS,GVNS-INV
GRASP,1.0,1.2523493711041234,0.38926886045792963,0.2766116035883854,0.14838009480313916
ILS,0.7984992231986816,1.0,0.3108308826910928,0.22087415059306736,0.11848139043845336
GA,2.568918558817204,3.217183541552437,1.0,0.7105926820423907,0.3811763792988404
GVNS,3.6151773353950105,4.527465062411823,1.4072759617025503,1.0,0.5364203557560717
GVNS-INV,6.739448450459163,8.440144028521193,2.623457418425198,1.8642096431827682,1.0
,,,
HASH_SIZE_AVG,GRASP,ILS,GA,GVNS,GVNS-INV
GRASP,1.0,0.7613355317394889,2.392487046632124,1.0087383943200436,1.2024739583333333
ILS,1.3134813210611804,1.0,3.142487046632124,1.3249590387766248,1.5794270833333333
GA,0.4179750947482404,0.31821929101401486,1.0,0.4216275259421082,0.5026041666666667
GVNS,0.9913373037357878,0.7547403132728772,2.371761658031088,1.0,1.1920572916666667
GVNS-INV,0.8316188413643747,0.6331409727947238,1.9896373056994818,0.8388858547241944,1.0
,,,
HASH_SIZE_STD,GRASP,ILS,GA,GVNS,GVNS-INV
GRASP,1.0,1.3356342829016181,1.2003852192250404,0.8541187698459664,0.4539727602089825
ILS,0.7487079455818815,1.0,0.8987379513928363,0.6394855094542973,0.33989301264620336
GA,0.8330659058311235,1.1126713837445397,1.0,0.7115372266890948,0.3781892287061514
GVNS,1.1707973589906497,1.563757090998585,1.4054078444400893,1.0,0.5315101087063722
GVNS-INV,2.2027753373124384,2.9421022580446685,2.6441789561833033,1.8814317613523335,1.0
