File modules/solutions/moba_cosine_solution.csv
elapsed_time;max_gen_reached
1997.450550;False
alpha;corr_threshold;dt;elsize;k;lang;max_iter;max_no_improv;maxs;metric;mins;seed;verbose
3;0.75;2;10;10;en;300;0.2;6;c;3;-1;False
Elite
evaluation;0;1;2;3;4;5;6;7;8
0.191409;0;1;0;1;0;1;0;0;0
0.187190;0;1;0;0;0;1;0;0;1
0.131227;1;1;0;0;0;1;0;1;0
0.100068;0;1;1;0;1;1;0;0;0
-0.083816;1;1;0;0;0;1;0;0;0
