File solutions-new/moba/vns/solution8.csv
elapsed_time;max_gen_reached
2485.779083;True
const;corr_threshold;dt;elsize;funcs;invert;k;lang;max_iter;max_no_improv;maxs;metric;mins;n_neighborhood;seed;time;verbose
1;0.75;2;10;abc;0;10;en;300;0.2;6;c;3;3;150;7200;False
Elite
evaluation;0;1;2;3;4;5;6;7;8
0.193495;0;1;0;1;0;1;0;0;0
0.191184;0;1;0;0;0;1;0;0;1
0.181322;0;1;1;1;0;1;0;0;0
0.162864;1;1;0;1;0;1;0;0;0
0.157406;1;1;1;1;0;1;0;0;0
0.135351;1;1;1;0;0;1;0;0;0
0.124148;0;1;1;0;0;1;1;0;0
0.113099;1;1;1;0;0;1;1;0;0
0.111813;0;1;0;0;0;1;0;1;0
0.097614;0;1;1;0;0;1;0;0;0
Mean;Std;It_total;It_best;Time_best;Number_solutions_hash;Hash_access;Hash_add
0.14683;0.03337;8;2;1704.043294429779;179;5911;179
