File solutions-new/moba/vns-inv/solution6.csv
elapsed_time;max_gen_reached
2207.961651;True
const;corr_threshold;dt;elsize;funcs;invert;k;lang;max_iter;max_no_improv;maxs;metric;mins;n_neighborhood;seed;time;verbose
1;0.75;2;10;abc;1;10;en;300;0.2;6;c;3;3;80;7200;False
Elite
evaluation;0;1;2;3;4;5;6;7;8
0.194143;0;1;0;1;0;1;0;0;0
0.192159;0;1;0;0;0;1;0;0;1
0.178913;0;1;1;1;0;1;0;0;0
0.166880;0;1;1;0;0;1;0;0;1
0.159255;1;1;0;1;0;1;0;0;0
0.156687;1;1;1;1;0;1;0;0;0
0.138443;1;1;1;0;0;1;0;0;1
0.136374;1;1;0;0;0;1;0;1;0
0.136033;1;1;1;0;0;1;0;0;0
0.123901;0;1;1;0;0;1;1;0;0
Mean;Std;It_total;It_best;Time_best;Number_solutions_hash;Hash_access;Hash_add
0.15828;0.02343;8;2;1211.999145746231;160;4551;160
