File solutions-new/wines/ga/solution7.csv
elapsed_time;max_gen_reached
23.339431;True
corr_threshold;dt;elsize;generation_size;k;k_tournament;lang;max_iter;maxs;metric;mins;mutation_prob;population_size;seed;selected_size;time;verbose
0.75;1;10;50;3;0.75;en;300;6;c;3;0.01;30;100;0.5;7200;False
Elite
evaluation;0;1;10;11;2;3;4;5;6;7;8;9
0.698179;1;0;0;1;0;1;0;0;0;0;0;0
0.666886;0;0;0;1;0;0;1;0;0;1;0;0
0.632342;1;0;0;1;0;1;0;0;0;0;0;1
0.609611;0;1;0;1;0;0;0;0;0;1;0;0
0.605907;1;0;0;1;0;0;0;0;0;1;0;0
0.603556;0;0;0;1;0;1;0;0;0;0;0;1
0.600444;1;0;0;1;0;1;0;0;0;1;0;0
0.589901;0;1;1;1;0;0;0;0;0;0;0;0
0.587795;1;0;1;1;0;1;0;0;0;0;0;0
0.587780;1;0;1;1;0;1;0;0;0;0;0;1
Mean;Std;It_total;It_best;Time_best;Number_solutions_hash;Hash_access;Hash_add
0.61824;0.03517;51;8;16.39929747581482;125;2280;125
