File solutions-new/wines/ga/solution10.csv
elapsed_time;max_gen_reached
21.941643;True
corr_threshold;dt;elsize;generation_size;k;k_tournament;lang;max_iter;maxs;metric;mins;mutation_prob;population_size;seed;selected_size;time;verbose
0.75;1;10;50;3;0.75;en;300;6;c;3;0.01;30;1000;0.5;7200;False
Elite
evaluation;0;1;10;11;2;3;4;5;6;7;8;9
0.698179;1;0;0;1;0;1;0;0;0;0;0;0
0.671707;1;0;0;0;0;1;0;0;1;0;0;0
0.659788;0;1;1;0;0;0;0;0;0;0;0;1
0.632342;1;0;0;1;0;1;0;0;0;0;0;1
0.631337;1;0;1;0;0;1;0;0;0;0;0;0
0.622325;1;0;0;1;0;1;0;1;0;0;0;0
0.615715;1;0;0;0;0;1;0;1;0;0;0;0
0.611251;1;0;1;0;0;1;0;0;1;0;0;0
0.604974;1;0;1;0;0;1;0;0;0;0;0;1
0.603556;0;0;0;1;0;1;0;0;0;0;0;1
Mean;Std;It_total;It_best;Time_best;Number_solutions_hash;Hash_access;Hash_add
0.63512;0.02993;51;3;12.518866539001465;115;2280;115
