File solutions-new/moba/grasp/solution8.csv
elapsed_time;max_gen_reached
762.236457;False
alpha;const;corr_threshold;dt;elsize;k;lang;max_iter;max_no_improv;maxs;metric;mins;seed;time;verbose
3;1;0.75;2;10;10;en;300;0.2;6;c;3;150;7200;False
Elite
evaluation;0;1;2;3;4;5;6;7;8
0.193748;0;1;0;1;0;1;0;0;0
0.192729;0;1;0;0;0;1;0;0;1
0.179087;0;1;1;1;0;1;0;0;0
0.172417;0;1;1;0;0;1;0;0;1
0.162707;1;1;0;1;0;1;0;0;0
0.156290;1;1;1;1;0;1;0;0;0
0.138423;1;1;1;0;0;1;0;0;1
0.137577;1;1;0;0;0;1;0;1;0
0.135294;1;1;1;0;0;1;0;0;0
0.129779;1;1;0;0;0;1;0;0;1
Mean;Std;It_total;It_best;Number_solutions_hash;Hash_access;Hash_add
0.15981;0.02289;64;3;173;5807;173
